"Date","Transaction","Name","Memo","Amount"
"12/11/2017","DEBIT","DEBIT PURCHASE - VISA DSC*DOLLAR SHAVE866-2232780 CA","Download from usbank.com. DSC*DOLLAR SHAVE866-2232780 CA","-3.0000"
"12/11/2017","DEBIT","DEBIT PURCHASE -VISA WMV*MATCH.COM   800-326-5161TX","Download from usbank.com. WMV*MATCH.COM   800-326-5161TX","-26.3900"
"12/11/2017","DEBIT","DEBIT PURCHASE TARGET T- 1940 PLexington   KY","Download from usbank.com. TARGET T- 1940 PLexington   KY","-37.0900"
"12/12/2017","DEBIT","DEBIT PURCHASE -VISA AUTO AIR & VACUUPLAINVIEW   NY","Download from usbank.com. AUTO AIR & VACUUPLAINVIEW   NY","-1.5000"
"12/13/2017","DEBIT","DEBIT PURCHASE KROGER    4750 HLEXINGTON   KY","Download from usbank.com. KROGER    4750 HLEXINGTON   KY","-10.4400"
"12/15/2017","DEBIT","DEBIT PURCHASE -VISA Audible         adbl.co/billNJ","Download from usbank.com. Audible         adbl.co/billNJ","-15.8500"
"12/15/2017","DEBIT","DEBIT PURCHASE -VISA Audible US      888-283-5051NJ","Download from usbank.com. Audible US      888-283-5051NJ","-1.8400"
"12/15/2017","DEBIT","DEBIT PURCHASE -VISA Audible US      888-283-5051NJ","Download from usbank.com. Audible US      888-283-5051NJ","-1.0500"
"12/15/2017","DEBIT","DEBIT PURCHASE -VISA Audible US      888-283-5051NJ","Download from usbank.com. Audible US      888-283-5051NJ","-9.2500"
"12/15/2017","DEBIT","WEB AUTHORIZED PMT CAPITAL ONE","Download from usbank.com. CAPITAL ONE","-230.9000"
"12/18/2017","DEBIT","DEBIT PURCHASE -VISA STARBUCKS       800-782-7282WA","Download from usbank.com. STARBUCKS       800-782-7282WA","-10.0000"
"12/18/2017","DEBIT","DEBIT PURCHASE KROGER    4750 HLEXINGTON   KY","Download from usbank.com. KROGER    4750 HLEXINGTON   KY","-13.1200"
"12/18/2017","DEBIT","DEBIT PURCHASE -VISA SP * MVMT WATCHEMVMTWATCHES.CA","Download from usbank.com. SP * MVMT WATCHEMVMTWATCHES.CA","-85.0000"
"12/18/2017","DEBIT","DEBIT PURCHASE -VISA REGAL CINEMAS HALEXINGTON   KY","Download from usbank.com. REGAL CINEMAS HALEXINGTON   KY","-9.5200"
"12/18/2017","DEBIT","DEBIT PURCHASE KROGER    4750 HLEXINGTON   KY","Download from usbank.com. KROGER    4750 HLEXINGTON   KY","-8.8300"
"12/21/2017","DEBIT","DEBIT PURCHASE -VISA 1170 GREAT CLIPSLEXINGTON   KY","Download from usbank.com. 1170 GREAT CLIPSLEXINGTON   KY","-25.0000"
"12/21/2017","DEBIT","DEBIT PURCHASE KROGER    4750 HLEXINGTON   KY","Download from usbank.com. KROGER    4750 HLEXINGTON   KY","-3.8900"
"12/22/2017","CREDIT","ELECTRONIC DEPOSIT Conduent Bus Svc","Download from usbank.com. Conduent Bus Svc","1062.9400"
"12/22/2017","DEBIT","DEBIT PURCHASE COSTCO WHSE #115LEXINGTON   KY","Download from usbank.com. COSTCO WHSE #115LEXINGTON   KY","-42.9200"
"12/22/2017","DEBIT","DEBIT PURCHASE BARNESNOBLE 1932Lexington   KY","Download from usbank.com. BARNESNOBLE 1932Lexington   KY","-23.3200"
"12/22/2017","DEBIT","DEBIT PURCHASE KROGER 4750 HARTLEXINGTON   KY","Download from usbank.com. KROGER 4750 HARTLEXINGTON   KY","-2.5100"
"12/22/2017","DEBIT","DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY","Download from usbank.com. KROGER FUEL #872LEXINGTON   KY","-32.8300"
"12/26/2017","DEBIT","DEBIT PURCHASE - VISA PAYPAL *MUMBLEBO402-935-7733CA","Download from usbank.com. PAYPAL *MUMBLEBO402-935-7733CA","-2.1900"
"12/26/2017","DEBIT","DEBIT PURCHASE -VISA Valve           425-8899642 WA","Download from usbank.com. Valve           425-8899642 WA","-1.9900"
"12/26/2017","DEBIT","DEBIT PURCHASE -VISA Valve           425-8899642 WA","Download from usbank.com. Valve           425-8899642 WA","-12.9800"
"12/26/2017","DEBIT","DEBIT PURCHASE - VISA STEAMGAMES.COM  425-889-9642WA","Download from usbank.com. STEAMGAMES.COM  425-889-9642WA","-9.7400"
"12/26/2017","DEBIT","ELECTRONIC WITHDRAWAL PARK FCU","Download from usbank.com. PARK FCU","-199.0900"
"12/27/2017","DEBIT","DEBIT PURCHASE -VISA BP#2661320SALYERSALYERSVILLEKY","Download from usbank.com. BP#2661320SALYERSALYERSVILLEKY","-0.9900"
"12/28/2017","DEBIT","DEBIT PURCHASE -VISA Steamgames.com42425-9522985 WA","Download from usbank.com. Steamgames.com42425-9522985 WA","-19.9800"
"12/28/2017","DEBIT","DEBIT PURCHASE -VISA BLUE GRASS ENERG888-5464243 KY","Download from usbank.com. BLUE GRASS ENERG888-5464243 KY","-100.0100"
"12/28/2017","DEBIT","DEBIT PURCHASE Wal-Mart Store  LEXINGTON (SKY","Download from usbank.com. Wal-Mart Store  LEXINGTON (SKY","-4.1000"
"12/29/2017","DEBIT","DEBIT PURCHASE -VISA AMAZON.COM AMZN.AMZN.COM/BILWA","Download from usbank.com. AMAZON.COM AMZN.AMZN.COM/BILWA","-9.2100"
"12/29/2017","DEBIT","DEBIT PURCHASE -VISA Amazon.com      AMZN.COM/BILWA","Download from usbank.com. Amazon.com      AMZN.COM/BILWA","-13.7600"
"1/2/2018","DEBIT","DEBIT PURCHASE -VISA PP*HUMBLEBUNDL H402-935-7733CA","Download from usbank.com. PP*HUMBLEBUNDL H402-935-7733CA","-12.0000"
"1/2/2018","DEBIT","DEBIT PURCHASE -VISA TWC*TIMEWARNERCA513-469-1112OH","Download from usbank.com. TWC*TIMEWARNERCA513-469-1112OH","-90.5900"
"1/2/2018","DEBIT","DEBIT PURCHASE KROGER    4750 HLEXINGTON   KY","Download from usbank.com. KROGER    4750 HLEXINGTON   KY","-18.9500"
"1/2/2018","DEBIT","DEBIT PURCHASE KROGER    4750 HLEXINGTON   KY","Download from usbank.com. KROGER    4750 HLEXINGTON   KY","-10.2000"
"1/2/2018","DEBIT","DEBIT PURCHASE KROGER    4750 HLEXINGTON   KY","Download from usbank.com. KROGER    4750 HLEXINGTON   KY","-18.0100"
"1/3/2018","DEBIT","DEBIT PURCHASE -VISA Steamgames.com42425-9522985 WA","Download from usbank.com. Steamgames.com42425-9522985 WA","-29.9900"
"1/3/2018","DEBIT","DEBIT PURCHASE -VISA BLIZZARD ENTERTA949-955-1380CA","Download from usbank.com. BLIZZARD ENTERTA949-955-1380CA","-14.9900"
"1/3/2018","DEBIT","WEB AUTHORIZED PMT PL*LeinbachCompa","Download from usbank.com. PL*LeinbachCompa","-731.3100"
"1/4/2018","DEBIT","DEBIT PURCHASE COSTCO WHSE #115LEXINGTON   KY","Download from usbank.com. COSTCO WHSE #115LEXINGTON   KY","-11.6500"
"1/4/2018","DEBIT","DEBIT PURCHASE Wal-Mart Store  LEXINGTON (SKY","Download from usbank.com. Wal-Mart Store  LEXINGTON (SKY","-104.0600"
"1/4/2018","DEBIT","DEBIT PURCHASE KROGER    4750 HLEXINGTON   KY","Download from usbank.com. KROGER    4750 HLEXINGTON   KY","-47.1100"
"1/4/2018","DEBIT","DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY","Download from usbank.com. KROGER FUEL #872LEXINGTON   KY","-32.6800"
"1/5/2018","CREDIT","ELECTRONIC DEPOSIT Conduent Bus Svc","Download from usbank.com. Conduent Bus Svc","791.3300"
"1/5/2018","DEBIT","DEBIT PURCHASE -VISA BOYD THORNTON   LEXINGTON   KY","Download from usbank.com. BOYD THORNTON   LEXINGTON   KY","-67.0000"
"1/5/2018","DEBIT","DEBIT PURCHASE TARGET T- 1940 PLexington   KY","Download from usbank.com. TARGET T- 1940 PLexington   KY","-4.0200"
"1/8/2018","DEBIT","DEBIT PURCHASE -VISA DELTA DENTAL OF OKEMOS      MI","Download from usbank.com. DELTA DENTAL OF OKEMOS      MI","-25.1900"
"1/8/2018","DEBIT","DEBIT PURCHASE KROGER    4750 HLEXINGTON   KY","Download from usbank.com. KROGER    4750 HLEXINGTON   KY","-6.5700"
"1/8/2018","DEBIT","DEBIT PURCHASE KROGER    4750 HLEXINGTON   KY","Download from usbank.com. KROGER    4750 HLEXINGTON   KY","-34.9600"
"1/8/2018","DEBIT","DEBIT PURCHASE -VISA PP*HUMBLEBUNDL H402-935-7733CA","Download from usbank.com. PP*HUMBLEBUNDL H402-935-7733CA","-8.0000"
"1/9/2018","DEBIT","DEBIT PURCHASE - VISA Spotify USA     646-8375380 NY","Download from usbank.com. Spotify USA     646-8375380 NY","-5.2900"
"1/9/2018","DEBIT","DEBIT PURCHASE - VISA AmazonPrime Membamzn.com/prmWA","Download from usbank.com. AmazonPrime Membamzn.com/prmWA","-11.6500"
"1/10/2018","DEBIT","DEBIT PURCHASE KROGER    3101 RLEXINGTON   KY","Download from usbank.com. KROGER    3101 RLEXINGTON   KY","-12.9900"
"1/16/2018","DEBIT","DEBIT PURCHASE -VISA SUITE SOLUTIONS 419-4756538 OH","Download from usbank.com. SUITE SOLUTIONS 419-4756538 OH","-70.8200"
"1/16/2018","DEBIT","DEBIT PURCHASE -VISA USA*AVI FOOD SYSWARREN      OH","Download from usbank.com. USA*AVI FOOD SYSWARREN      OH","-0.9000"
"1/16/2018","DEBIT","DEBIT PURCHASE KROGER    4750 HLEXINGTON   KY","Download from usbank.com. KROGER    4750 HLEXINGTON   KY","-22.4500"
"1/16/2018","DEBIT","DEBIT PURCHASE KROGER    4750 HLEXINGTON   KY","Download from usbank.com. KROGER    4750 HLEXINGTON   KY","-4.9300"
"1/16/2018","DEBIT","DEBIT PURCHASE -VISA Amazon Digital Samzn.com/bilWA","Download from usbank.com. Amazon Digital Samzn.com/bilWA","-6.9900"
"1/16/2018","DEBIT","DEBIT PURCHASE -VISA Audible         adbl.co/billNJ","Download from usbank.com. Audible         adbl.co/billNJ","-15.8500"
"1/16/2018","DEBIT","DEBIT PURCHASE KROGER    4750 HLEXINGTON   KY","Download from usbank.com. KROGER    4750 HLEXINGTON   KY","-24.0400"
"1/17/2018","CREDIT","DEBIT PURCHASE RET - VISA WALMART.COM     800-966-6546AR","Download from usbank.com. WALMART.COM     800-966-6546AR","46.6400"
"1/17/2018","DEBIT","DEBIT PURCHASE -VISA WALMART.COM     800-966-6546AR","Download from usbank.com. WALMART.COM     800-966-6546AR","-46.6400"
"1/17/2018","DEBIT","DEBIT PURCHASE KROGER 3101 RICHLEXINGTON   KY","Download from usbank.com. KROGER 3101 RICHLEXINGTON   KY","-2.4900"
"1/18/2018","DEBIT","DEBIT PURCHASE -VISA AMAZON.COM AMZN.AMZN.COM/BILWA","Download from usbank.com. AMAZON.COM AMZN.AMZN.COM/BILWA","-16.9500"
"1/18/2018","DEBIT","DEBIT PURCHASE -VISA KROGER FUEL #840LEXINGTON   KY","Download from usbank.com. KROGER FUEL #840LEXINGTON   KY","-32.3300"
"1/18/2018","DEBIT","DEBIT PURCHASE KROGER    4750 HLEXINGTON   KY","Download from usbank.com. KROGER    4750 HLEXINGTON   KY","-12.7100"
"1/19/2018","CREDIT","ELECTRONIC DEPOSIT Conduent Bus Svc","Download from usbank.com. Conduent Bus Svc","825.3900"
"1/19/2018","DEBIT","WEB AUTHORIZED PMT CAPITAL ONE","Download from usbank.com. CAPITAL ONE","-41.9900"
"1/22/2018","DEBIT","DEBIT PURCHASE -VISA THE PHYSICIANS G502-4791402 KY","Download from usbank.com. THE PHYSICIANS G502-4791402 KY","-20.9900"
"1/22/2018","DEBIT","DEBIT PURCHASE COSTCO WHSE #115LEXINGTON   KY","Download from usbank.com. COSTCO WHSE #115LEXINGTON   KY","-167.8100"
"1/22/2018","DEBIT","DEBIT PURCHASE -VISA CULVER'S OF LEXILEXINGTON   KY","Download from usbank.com. CULVER'S OF LEXILEXINGTON   KY","-5.8100"
"1/22/2018","DEBIT","DEBIT PURCHASE KROGER    4750 HLEXINGTON   KY","Download from usbank.com. KROGER    4750 HLEXINGTON   KY","-13.7700"
"1/22/2018","DEBIT","DEBIT PURCHASE KROGER    4750 HLEXINGTON   KY","Download from usbank.com. KROGER    4750 HLEXINGTON   KY","-4.7800"
"1/22/2018","DEBIT","DEBIT PURCHASE -VISA Audible US      888-283-5051NJ","Download from usbank.com. Audible US      888-283-5051NJ","-8.3300"
"1/23/2018","DEBIT","DEBIT PURCHASE -VISA BLIZZARD ENTERTA949-955-1380CA","Download from usbank.com. BLIZZARD ENTERTA949-955-1380CA","-25.0000"
"1/23/2018","DEBIT","DEBIT PURCHASE - VISA PAYPAL *MUMBLEBO402-935-7733CA","Download from usbank.com. PAYPAL *MUMBLEBO402-935-7733CA","-2.1900"
"1/24/2018","DEBIT","DEBIT PURCHASE -VISA USA*AVI FOOD SYSWARREN      OH","Download from usbank.com. USA*AVI FOOD SYSWARREN      OH","-0.9000"
"1/24/2018","DEBIT","DEBIT PURCHASE -VISA PP*HUMBLEBUNDL  402-935-7733CA","Download from usbank.com. PP*HUMBLEBUNDL  402-935-7733CA","-6.9600"
"1/24/2018","DEBIT","ELECTRONIC WITHDRAWAL PARK FCU","Download from usbank.com. PARK FCU","-199.0900"
"1/25/2018","DEBIT","DEBIT PURCHASE -VISA BLUE GRASS ENERG888-5464243 KY","Download from usbank.com. BLUE GRASS ENERG888-5464243 KY","-151.0600"
"1/25/2018","DEBIT","DEBIT PURCHASE -VISA 1170 GREAT CLIPSLEXINGTON   KY","Download from usbank.com. 1170 GREAT CLIPSLEXINGTON   KY","-20.0000"
"1/26/2018","DEBIT","DEBIT PURCHASE - VISA SMITHSONIAN MAG 800-766-2149FL","Download from usbank.com. SMITHSONIAN MAG 800-766-2149FL","-12.0000"
"1/29/2018","DEBIT","DEBIT PURCHASE -VISA PP*HUMBLEBUNDL H402-935-7733CA","Download from usbank.com. PP*HUMBLEBUNDL H402-935-7733CA","-12.0000"
"1/29/2018","DEBIT","DEBIT PURCHASE KROGER    4750 HLEXINGTON   KY","Download from usbank.com. KROGER    4750 HLEXINGTON   KY","-6.2500"
"1/31/2018","DEBIT","DEBIT PURCHASE -VISA Amazon.com      AMZN.COM/BILWA","Download from usbank.com. Amazon.com      AMZN.COM/BILWA","-16.9200"
"2/2/2018","CREDIT","ELECTRONIC DEPOSIT Conduent Bus Svc","Download from usbank.com. Conduent Bus Svc","941.1000"
"2/5/2018","DEBIT","DEBIT PURCHASE -VISA BLIZZARD ENTERTA949-955-1380CA","Download from usbank.com. BLIZZARD ENTERTA949-955-1380CA","-14.9900"
"2/5/2018","DEBIT","DEBIT PURCHASE -VISA STEAMGAMES.COM 4425-8899642 WA","Download from usbank.com. STEAMGAMES.COM 4425-8899642 WA","-39.9900"
"2/5/2018","DEBIT","WEB AUTHORIZED PMT PL*LeinbachCompa","Download from usbank.com. PL*LeinbachCompa","-732.4000"
"2/5/2018","DEBIT","DEBIT PURCHASE COSTCO WHSE #115LEXINGTON   KY","Download from usbank.com. COSTCO WHSE #115LEXINGTON   KY","-30.7800"
"2/6/2018","DEBIT","DEBIT PURCHASE -VISA DELTA DENTAL OF OKEMOS      MI","Download from usbank.com. DELTA DENTAL OF OKEMOS      MI","-25.1900"
"2/7/2018","DEBIT","DEBIT PURCHASE -VISA AMAZON MKTPLACE AMZN.COM/BILWA","Download from usbank.com. AMAZON MKTPLACE AMZN.COM/BILWA","-13.9900"
"2/8/2018","DEBIT","DEBIT PURCHASE -VISA AMAZON.COM AMZN.AMZN.COM/BILWA","Download from usbank.com. AMAZON.COM AMZN.AMZN.COM/BILWA","-6.8800"
"2/8/2018","DEBIT","DEBIT PURCHASE -VISA WWW.NEWEGG.COM  800-390-1119CA","Download from usbank.com. WWW.NEWEGG.COM  800-390-1119CA","-816.9600"
"2/9/2018","DEBIT","DEBIT PURCHASE - VISA Spotify USA     646-8375380 NY","Download from usbank.com. Spotify USA     646-8375380 NY","-5.2900"
"2/9/2018","DEBIT","DEBIT PURCHASE - VISA AmazonPrime Membamzn.com/prmWA","Download from usbank.com. AmazonPrime Membamzn.com/prmWA","-11.6500"
"2/12/2018","CREDIT","ELECTRONIC DEPOSIT IRS  TREAS 310","Download from usbank.com. IRS  TREAS 310","1762.0000"
"2/12/2018","DEBIT","DEBIT PURCHASE -VISA AMAZON.COM AMZN.AMZN.COM/BILWA","Download from usbank.com. AMAZON.COM AMZN.AMZN.COM/BILWA","-14.8300"
"2/12/2018","DEBIT","DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY","Download from usbank.com. KROGER FUEL #872LEXINGTON   KY","-29.9000"
"2/12/2018","DEBIT","DEBIT PURCHASE - VISA DSC*DOLLAR SHAVE866-2232780 CA","Download from usbank.com. DSC*DOLLAR SHAVE866-2232780 CA","-3.0000"
"2/13/2018","DEBIT","DEBIT PURCHASE -VISA Amazon.com      AMZN.COM/BILWA","Download from usbank.com. Amazon.com      AMZN.COM/BILWA","-12.0000"
"2/15/2018","DEBIT","DEBIT PURCHASE -VISA PRIME VIDEO 888-888-802-3080WA","Download from usbank.com. PRIME VIDEO 888-888-802-3080WA","-6.9900"
"2/15/2018","DEBIT","DEBIT PURCHASE -VISA Audible         adbl.co/billNJ","Download from usbank.com. Audible         adbl.co/billNJ","-15.8500"
"2/16/2018","CREDIT","ELECTRONIC DEPOSIT Conduent Bus Svc","Download from usbank.com. Conduent Bus Svc","841.6100"
"2/20/2018","DEBIT","DEBIT PURCHASE -VISA PANDA CUISINEATS866-654-8777WI","Download from usbank.com. PANDA CUISINEATS866-654-8777WI","-26.0900"
"2/20/2018","DEBIT","DEBIT PURCHASE KROGER    4750 HLEXINGTON   KY","Download from usbank.com. KROGER    4750 HLEXINGTON   KY","-17.7600"
"2/20/2018","DEBIT","DEBIT PURCHASE -VISA Steamgames.com42425-9522985 WA","Download from usbank.com. Steamgames.com42425-9522985 WA","-28.2200"
"2/20/2018","DEBIT","DEBIT PURCHASE KROGER    4750 HLEXINGTON   KY","Download from usbank.com. KROGER    4750 HLEXINGTON   KY","-3.4800"
"2/21/2018","DEBIT","DEBIT PURCHASE -VISA WMV*OKCUPID.COM 646-450-7073TX","Download from usbank.com. WMV*OKCUPID.COM 646-450-7073TX","-29.7000"
"2/23/2018","DEBIT","DEBIT PURCHASE - VISA PAYPAL *MUMBLEBO402-935-7733CA","Download from usbank.com. PAYPAL *MUMBLEBO402-935-7733CA","-2.1900"
"2/26/2018","DEBIT","DEBIT PURCHASE -VISA SUITE SOLUTIONS 419-4756538 OH","Download from usbank.com. SUITE SOLUTIONS 419-4756538 OH","-70.8200"
"2/26/2018","DEBIT","DEBIT PURCHASE -VISA TWC*TIMEWARNERCA513-469-1112OH","Download from usbank.com. TWC*TIMEWARNERCA513-469-1112OH","-27.1800"
"2/26/2018","DEBIT","DEBIT PURCHASE -VISA BLUE GRASS ENERG888-5464243 KY","Download from usbank.com. BLUE GRASS ENERG888-5464243 KY","-164.6200"
"2/26/2018","DEBIT","DEBIT PURCHASE -VISA 1170 GREAT CLIPSLEXINGTON   KY","Download from usbank.com. 1170 GREAT CLIPSLEXINGTON   KY","-20.0000"
"2/26/2018","DEBIT","ELECTRONIC WITHDRAWAL PARK FCU","Download from usbank.com. PARK FCU","-199.0900"
"2/27/2018","CREDIT","ELECTRONIC DEPOSIT DEPT OF REVENUE","Download from usbank.com. DEPT OF REVENUE","119.0000"
"2/27/2018","DEBIT","DEBIT PURCHASE -VISA Amazon.com      AMZN.COM/BILWA","Download from usbank.com. Amazon.com      AMZN.COM/BILWA","-115.0200"
"3/1/2018","DEBIT","DEBIT PURCHASE -VISA Amazon.com      AMZN.COM/BILWA","Download from usbank.com. Amazon.com      AMZN.COM/BILWA","-33.7600"
"3/2/2018","CREDIT","ELECTRONIC DEPOSIT Conduent Bus Svc","Download from usbank.com. Conduent Bus Svc","750.3900"
"3/2/2018","DEBIT","DEBIT PURCHASE -VISA DNH*GODADDY.COM 480-5058855 AZ","Download from usbank.com. DNH*GODADDY.COM 480-5058855 AZ","-43.3200"
"3/2/2018","DEBIT","WEB AUTHORIZED PMT CAPITAL ONE","Download from usbank.com. CAPITAL ONE","-115.9000"
"3/2/2018","DEBIT","DEBIT PURCHASE KROGER    3101 RLEXINGTON   KY","Download from usbank.com. KROGER    3101 RLEXINGTON   KY","-48.1400"
"3/5/2018","DEBIT","DEBIT PURCHASE - VISA BLIZZARD ENTERTA949-955-1380CA","Download from usbank.com. BLIZZARD ENTERTA949-955-1380CA","-14.9900"
"3/5/2018","DEBIT","DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY","Download from usbank.com. KROGER FUEL #872LEXINGTON   KY","-32.5800"
"3/5/2018","DEBIT","DEBIT PURCHASE AT HOME #25     LEXINGTON   KY","Download from usbank.com. AT HOME #25     LEXINGTON   KY","-14.8200"
"3/6/2018","DEBIT","DEBIT PURCHASE -VISA DELTA DENTAL OF OKEMOS      MI","Download from usbank.com. DELTA DENTAL OF OKEMOS      MI","-25.1900"
"3/6/2018","DEBIT","DEBIT PURCHASE -VISA Amazon Digital S888-802-3080WA","Download from usbank.com. Amazon Digital S888-802-3080WA","-7.9400"
"3/6/2018","DEBIT","WEB AUTHORIZED PMT PL*LeinbachCompa","Download from usbank.com. PL*LeinbachCompa","-735.9700"
"3/8/2018","DEBIT","DEBIT PURCHASE -VISA STEAMGAMES.COM 4425-8899642 WA","Download from usbank.com. STEAMGAMES.COM 4425-8899642 WA","-3.9900"
"3/9/2018","DEBIT","DEBIT PURCHASE - VISA Spotify USA     646-8375380 NY","Download from usbank.com. Spotify USA     646-8375380 NY","-5.2900"
"3/12/2018","DEBIT","DEBIT PURCHASE -VISA PP*HUMBLEBUNDL  402-935-7733CA","Download from usbank.com. PP*HUMBLEBUNDL  402-935-7733CA","-40.4900"
"3/12/2018","DEBIT","DEBIT PURCHASE -VISA LIQUOR BARN - HALEXINGTON   KY","Download from usbank.com. LIQUOR BARN - HALEXINGTON   KY","-45.5700"
"3/12/2018","DEBIT","DEBIT PURCHASE -VISA COSTCO WHSE #115LEXINGTON   KY","Download from usbank.com. COSTCO WHSE #115LEXINGTON   KY","-44.8500"
"3/12/2018","DEBIT","DEBIT PURCHASE KROGER    4750 HLEXINGTON   KY","Download from usbank.com. KROGER    4750 HLEXINGTON   KY","-26.0700"
"3/14/2018","DEBIT","DEBIT PURCHASE - VISA WMV*MATCH.COM   800-326-5161TX","Download from usbank.com. WMV*MATCH.COM   800-326-5161TX","-65.9700"
"3/14/2018","DEBIT","DEBIT PURCHASE -VISA PP*HUMBLEBUNDL H402-935-7733CA","Download from usbank.com. PP*HUMBLEBUNDL H402-935-7733CA","-1.0000"
"3/15/2018","DEBIT","DEBIT PURCHASE -VISA Amazon Digital Samzn.com/bilWA","Download from usbank.com. Amazon Digital Samzn.com/bilWA","-6.9900"
"3/16/2018","CREDIT","ELECTRONIC DEPOSIT Conduent Bus Svc","Download from usbank.com. Conduent Bus Svc","749.2600"
"3/19/2018","DEBIT","DEBIT PURCHASE -VISA COSTCO WHSE #115LEXINGTON   KY","Download from usbank.com. COSTCO WHSE #115LEXINGTON   KY","-10.9900"
"3/19/2018","DEBIT","DEBIT PURCHASE COSTCO WHSE #115LEXINGTON   KY","Download from usbank.com. COSTCO WHSE #115LEXINGTON   KY","-40.0000"
"3/21/2018","DEBIT","DEBIT PURCHASE -VISA AMAZON MKTPLACE AMZN.COM/BILWA","Download from usbank.com. AMAZON MKTPLACE AMZN.COM/BILWA","-45.3900"
"3/21/2018","DEBIT","DEBIT PURCHASE -VISA PAYPAL *LEXSSC C402-935-7733KY","Download from usbank.com. PAYPAL *LEXSSC C402-935-7733KY","-59.0000"
"3/22/2018","DEBIT","DEBIT PURCHASE -VISA AMAZON MKTPLACE WWW.AMAZON.CWA","Download from usbank.com. AMAZON MKTPLACE WWW.AMAZON.CWA","-9.9700"
"3/23/2018","DEBIT","DEBIT PURCHASE -VISA SUITE SOLUTIONS 419-4756538 OH","Download from usbank.com. SUITE SOLUTIONS 419-4756538 OH","-70.8200"
"3/23/2018","DEBIT","DEBIT PURCHASE - VISA PAYPAL *MUMBLEBO402-935-7733CA","Download from usbank.com. PAYPAL *MUMBLEBO402-935-7733CA","-2.1900"
"3/23/2018","DEBIT","DEBIT PURCHASE -VISA AMAZON MKTPLACE AMZN.COM/BILWA","Download from usbank.com. AMAZON MKTPLACE AMZN.COM/BILWA","-21.4900"
"3/23/2018","DEBIT","DEBIT PURCHASE -VISA 1170 GREAT CLIPSLEXINGTON   KY","Download from usbank.com. 1170 GREAT CLIPSLEXINGTON   KY","-20.0000"
"3/26/2018","DEBIT","DEBIT PURCHASE -VISA AMAZON MKTPLACE AMZN.COM/BILWA","Download from usbank.com. AMAZON MKTPLACE AMZN.COM/BILWA","-45.2300"
"3/26/2018","DEBIT","DEBIT PURCHASE -VISA BLUE GRASS ENERG888-5464243 KY","Download from usbank.com. BLUE GRASS ENERG888-5464243 KY","-96.9400"
"3/26/2018","DEBIT","ELECTRONIC WITHDRAWAL PARK FCU","Download from usbank.com. PARK FCU","-199.0900"
"3/30/2018","CREDIT","ELECTRONIC DEPOSIT Conduent Bus Svc","Download from usbank.com. Conduent Bus Svc","751.7300"
