"Date","Transaction","Name","Memo","Amount"
"7/24/2018","DEBIT","DEBIT PURCHASE -VISA AMAZON.COM AMZN.AMZN.COM/BILWA","Download from usbank.com. AMAZON.COM AMZN.AMZN.COM/BILWA","-20.1300"
"7/24/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-2.5300"
"7/24/2018","DEBIT","ELECTRONIC WITHDRAWAL PARK FCU","Download from usbank.com. PARK FCU","-199.0900"
"7/25/2018","DEBIT","DEBIT PURCHASE -VISA ROKU FOR HBO    816-272-8107CA","Download from usbank.com. ROKU FOR HBO    816-272-8107CA","-14.9900"
"7/25/2018","DEBIT","DEBIT PURCHASE -VISA BLUE GRASS ENERG888-5464243 KY","Download from usbank.com. BLUE GRASS ENERG888-5464243 KY","-78.6900"
"7/25/2018","DEBIT","DEBIT PURCHASE -VISA STEAMGAMES.COM  425-889-9642WA","Download from usbank.com. STEAMGAMES.COM  425-889-9642WA","-14.1300"
"7/26/2018","DEBIT","DEBIT PURCHASE -VISA Audible         adbl.co/billNJ","Download from usbank.com. Audible         adbl.co/billNJ","-10.5500"
"7/27/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-8.9400"
"7/27/2018","DEBIT","DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY","Download from usbank.com. KROGER FUEL #872LEXINGTON   KY","-39.2400"
"7/27/2018","DEBIT","DEBIT PURCHASE KROGER #7 4750 HLEXINGTON   KY---- You Requested $10.00 in Cash Back","Download from usbank.com. KROGER #7 4750 HLEXINGTON   KY---- You Requested $10.00 in Cash Back","-10.0000"
"7/30/2018","DEBIT","DEBIT PURCHASE -VISA COOK OUT LEXINGTLEXINGTON   KY","Download from usbank.com. COOK OUT LEXINGTLEXINGTON   KY","-6.3400"
"7/30/2018","DEBIT","DEBIT PURCHASE -VISA PAZZOS PIZZA PUBLEXINGTON   KY","Download from usbank.com. PAZZOS PIZZA PUBLEXINGTON   KY","-7.3000"
"7/30/2018","DEBIT","DEBIT PURCHASE -VISA MAGEE`S BAKERY  LEXINGTON   KY","Download from usbank.com. MAGEE`S BAKERY  LEXINGTON   KY","-20.3700"
"7/30/2018","DEBIT","DEBIT PURCHASE -VISA PP*HUMBLEBUNDL H402-935-7733CA","Download from usbank.com. PP*HUMBLEBUNDL H402-935-7733CA","-12.0000"
"7/30/2018","DEBIT","DEBIT PURCHASE -VISA GHIRARDELLI #142SIMPSONVILLEKY","Download from usbank.com. GHIRARDELLI #142SIMPSONVILLEKY","-1.1700"
"7/30/2018","DEBIT","DEBIT PURCHASE -VISA ADIDAS 6244     SIMPSONVILLEKY","Download from usbank.com. ADIDAS 6244     SIMPSONVILLEKY","-40.2600"
"7/30/2018","DEBIT","DEBIT PURCHASE -VISA GAP OUTLET US 24SIMPSONVILLEKY","Download from usbank.com. GAP OUTLET US 24SIMPSONVILLEKY","-63.5600"
"7/30/2018","DEBIT","DEBIT PURCHASE -VISA BR FACTORY US 12SIMPSONVILLEKY","Download from usbank.com. BR FACTORY US 12SIMPSONVILLEKY","-29.6800"
"7/30/2018","DEBIT","DEBIT PURCHASE -VISA GREAT AMERICAN CSIMPSONVILLEKY","Download from usbank.com. GREAT AMERICAN CSIMPSONVILLEKY","-7.3700"
"7/30/2018","DEBIT","DEBIT PURCHASE -VISA TOTAL WINE AND MLEXINGTON   KY","Download from usbank.com. TOTAL WINE AND MLEXINGTON   KY","-17.4400"
"7/30/2018","DEBIT","DEBIT PURCHASE -VISA JOSEPH- BETH BOOLEXINGTON   KY","Download from usbank.com. JOSEPH- BETH BOOLEXINGTON   KY","-10.5900"
